,0,1,2,3,4,5,6,7,8,9,10,11
91,0.0,0.019,0.27,0.719,0.906,0.906,0.913,0.988,1.0,,,
92,0.0,0.019,0.27,0.719,0.906,0.906,0.913,0.988,1.0,,,
93,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
94,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
95,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
96,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
97,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
98,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
99,0.0,0.019,0.272,0.73,0.9,0.903,0.943,0.987,1.0,,,
100,0.0,0.152,0.459,0.59,0.695,0.804,0.861,0.892,0.949,0.979,1.0,
101,0.0,0.152,0.459,0.59,0.695,0.804,0.861,0.892,0.949,0.979,1.0,
102,0.0,0.152,0.458,0.588,0.69,0.805,0.862,0.894,0.951,0.98,1.0,
103,0.0,0.152,0.458,0.588,0.69,0.805,0.862,0.894,0.951,0.98,1.0,
104,0.0,0.152,0.458,0.588,0.69,0.805,0.862,0.894,0.951,0.98,1.0,
105,0.0,0.152,0.458,0.588,0.69,0.805,0.862,0.894,0.951,0.98,1.0,
106,0.0,0.152,0.458,0.588,0.69,0.805,0.862,0.894,0.951,0.98,1.0,
107,0.0,0.152,0.458,0.588,0.69,0.805,0.862,0.894,0.951,0.98,1.0,
108,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
109,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
110,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
111,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
112,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
113,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
114,0.0,0.152,0.457,0.587,0.691,0.807,0.862,0.894,0.951,0.979,1.0,
115,0.0,0.153,0.456,0.585,0.687,0.803,0.859,0.893,0.951,0.979,1.0,
116,0.0,0.153,0.456,0.585,0.687,0.803,0.859,0.893,0.951,0.979,1.0,
117,0.0,0.153,0.456,0.585,0.687,0.803,0.859,0.893,0.951,0.979,1.0,
118,0.0,0.153,0.456,0.585,0.687,0.803,0.859,0.893,0.951,0.979,1.0,
119,0.0,0.153,0.456,0.585,0.687,0.803,0.859,0.893,0.951,0.979,1.0,
120,0.0,0.153,0.456,0.585,0.687,0.803,0.859,0.893,0.951,0.979,1.0,
121,0.0,0.152,0.455,0.585,0.686,0.803,0.86,0.893,0.95,0.979,1.0,
122,0.0,0.152,0.455,0.585,0.686,0.803,0.86,0.893,0.95,0.979,1.0,
123,0.0,0.152,0.455,0.585,0.686,0.803,0.86,0.893,0.95,0.979,1.0,
124,0.0,0.152,0.455,0.585,0.686,0.803,0.86,0.893,0.95,0.979,1.0,
125,0.0,0.09,0.284,0.457,0.655,0.727,0.866,0.917,0.982,1.0,,
126,0.0,0.09,0.284,0.457,0.655,0.727,0.866,0.917,0.982,1.0,,
127,0.0,0.089,0.283,0.457,0.654,0.727,0.866,0.918,0.981,1.0,,
128,0.0,0.089,0.283,0.457,0.654,0.727,0.866,0.918,0.981,1.0,,
129,0.0,0.089,0.283,0.457,0.654,0.727,0.866,0.918,0.981,1.0,,
130,0.0,0.089,0.283,0.457,0.654,0.727,0.866,0.918,0.981,1.0,,
131,0.0,0.089,0.283,0.457,0.654,0.727,0.866,0.918,0.981,1.0,,
132,0.0,0.089,0.283,0.457,0.654,0.727,0.866,0.918,0.981,1.0,,
133,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
134,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
135,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
136,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
137,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
138,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
139,0.0,0.057,0.278,0.457,0.655,0.73,0.868,0.921,0.982,1.0,,
140,0.0,0.089,0.279,0.452,0.652,0.743,0.865,0.917,0.981,1.0,,
141,0.0,0.089,0.279,0.452,0.652,0.743,0.865,0.917,0.981,1.0,,
142,0.0,0.089,0.279,0.452,0.652,0.743,0.865,0.917,0.981,1.0,,
143,0.0,0.089,0.279,0.452,0.652,0.743,0.865,0.917,0.981,1.0,,
144,0.0,0.089,0.279,0.452,0.652,0.743,0.865,0.917,0.981,1.0,,
145,0.0,0.089,0.279,0.452,0.652,0.743,0.865,0.917,0.981,1.0,,
146,0.0,0.056,0.275,0.451,0.653,0.73,0.869,0.922,0.982,1.0,,
147,0.0,0.056,0.275,0.451,0.653,0.73,0.869,0.922,0.982,1.0,,
148,0.0,0.056,0.275,0.451,0.653,0.73,0.869,0.922,0.982,1.0,,
149,0.0,0.056,0.275,0.451,0.653,0.73,0.869,0.922,0.982,1.0,,
150,0.0,0.049,0.236,0.533,0.638,0.735,0.92,0.945,0.989,1.0,,
151,0.0,0.049,0.236,0.533,0.638,0.735,0.92,0.945,0.989,1.0,,
152,0.0,0.049,0.236,0.533,0.638,0.735,0.92,0.945,0.989,1.0,,
153,0.0,0.049,0.236,0.533,0.638,0.735,0.92,0.945,0.989,1.0,,
154,0.0,0.049,0.236,0.533,0.638,0.735,0.92,0.945,0.989,1.0,,
155,0.0,0.049,0.233,0.529,0.634,0.731,0.919,0.944,0.988,1.0,,
156,0.0,0.049,0.233,0.529,0.634,0.731,0.919,0.944,0.988,1.0,,
157,0.0,0.049,0.233,0.529,0.634,0.731,0.919,0.944,0.988,1.0,,
158,0.0,0.049,0.233,0.529,0.634,0.731,0.919,0.944,0.988,1.0,,
159,0.0,0.049,0.233,0.529,0.634,0.731,0.919,0.944,0.988,1.0,,
160,0.0,0.049,0.233,0.529,0.634,0.731,0.919,0.944,0.988,1.0,,
161,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
162,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
163,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
164,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
165,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
166,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
167,0.0,0.049,0.235,0.505,0.637,0.733,0.919,0.943,0.988,1.0,,
168,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
169,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
170,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
171,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
172,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
173,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
174,0.0,0.05,0.237,0.506,0.638,0.735,0.919,0.943,0.988,1.0,,
175,0.0,0.053,0.218,0.436,0.629,0.783,0.84,0.863,0.879,0.969,0.977,1.0
176,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
177,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
178,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
179,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
180,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
181,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
182,0.0,0.053,0.218,0.437,0.632,0.767,0.841,0.864,0.88,0.969,0.976,1.0
183,0.0,0.053,0.218,0.435,0.628,0.781,0.84,0.864,0.88,0.968,0.976,1.0
184,0.0,0.053,0.218,0.435,0.628,0.781,0.84,0.864,0.88,0.968,0.976,1.0
185,0.0,0.053,0.218,0.435,0.628,0.781,0.84,0.864,0.88,0.968,0.976,1.0
186,0.0,0.053,0.218,0.435,0.628,0.781,0.84,0.864,0.88,0.968,0.976,1.0
187,0.0,0.053,0.218,0.435,0.628,0.781,0.84,0.864,0.88,0.968,0.976,1.0
188,0.0,0.053,0.218,0.435,0.628,0.781,0.84,0.864,0.88,0.968,0.976,1.0
189,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
190,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
191,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
192,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
193,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
194,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
195,0.0,0.053,0.218,0.436,0.629,0.782,0.841,0.863,0.878,0.968,0.975,1.0
196,0.0,0.053,0.22,0.435,0.627,0.78,0.839,0.864,0.879,0.968,0.975,1.0
197,0.0,0.053,0.22,0.435,0.627,0.78,0.839,0.864,0.879,0.968,0.975,1.0
198,0.0,0.053,0.22,0.435,0.627,0.78,0.839,0.864,0.879,0.968,0.975,1.0
199,0.0,0.053,0.22,0.435,0.627,0.78,0.839,0.864,0.879,0.968,0.975,1.0
